address,business_name,categories,price_range,rank,rating,review_count,url
211 Knickerbocker Ave Bushwick,The Three Diamond Door,Bars,$,345,4.0,120,https://www.yelp.com/biz/the-three-diamond-door-brooklyn
3155 Broadway Harlem,The Craftsman,"Bars,Juice Bars &amp; Smoothies,Sandwiches",$$,346,4.0,131,https://www.yelp.com/biz/the-craftsman-new-york-2
14905 Union Tpke Hillcrest,Cheap Shots,Dive Bars,$,347,3.5,88,https://www.yelp.com/biz/cheap-shots-flushing
22 7th Ave S West Village,Little Branch,"Lounges,Cocktail Bars,Speakeasies",$$$,348,4.0,1033,https://www.yelp.com/biz/little-branch-new-york
134 1st Ave East Village,Good Night Sonny,"Cocktail Bars,Seafood,Sandwiches",$$,349,4.0,263,https://www.yelp.com/biz/good-night-sonny-new-york
23 W 45th St Midtown West,Cock &amp; Bull,"British,Pubs,Gastropubs",$$,350,4.0,544,https://www.yelp.com/biz/cock-and-bull-new-york
19 Greenpoint Ave Greenpoint,grand republic cocktail club,Cocktail Bars,$$,351,4.5,27,https://www.yelp.com/biz/grand-republic-cocktail-club-brooklyn-2
4241 Broadway Washington Heights,Bar180,"American (New),Bars",$$,352,3.5,114,https://www.yelp.com/biz/bar180-new-york
333 Douglass St Gowanus,Threes Brewing,"Bars,Breweries,Venues &amp; Event Spaces",$$,353,4.0,384,https://www.yelp.com/biz/threes-brewing-brooklyn
1080 Wyckoff Ave Ridgewood,The Deep End,"Bars,American (New),Mexican",$$,354,4.5,36,https://www.yelp.com/biz/the-deep-end-queens
479 74th St Bay Ridge,The Owl’s Head,"Wine Bars,Beer Bar",$$,355,4.5,164,https://www.yelp.com/biz/the-owls-head-brooklyn
644 Sackett St Gowanus,Lucky 13 Saloon,"Dive Bars,Music Venues",$,356,4.0,85,https://www.yelp.com/biz/lucky-13-saloon-gowanus
561 Myrtle Ave Clinton Hill,The Emerson,"Lounges,Pubs",$$,357,4.0,78,https://www.yelp.com/biz/the-emerson-brooklyn
124 MacDougal St Greenwich Village,124 Old Rabbit Club,Pubs,$$,358,4.0,345,https://www.yelp.com/biz/124-old-rabbit-club-new-york
329 Van Brunt St Red Hook,Red Hook Tavern,"American (Traditional),Bars",,359,4.0,58,https://www.yelp.com/biz/red-hook-tavern-brooklyn
543 3rd Ave Gowanus,Lowlands Bar,Bars,$,360,4.0,71,https://www.yelp.com/biz/lowlands-bar-brooklyn
1641 Second Ave Yorkville,The Daisy,"Cocktail Bars,American (New),Gastropubs",$$,361,3.5,244,https://www.yelp.com/biz/the-daisy-new-york
4-40 44th Dr Hunters Point,Anable Basin Sailing Bar &amp; Grill,"Bars,American (Traditional)",$$,362,4.0,170,https://www.yelp.com/biz/anable-basin-sailing-bar-and-grill-long-island-city
9301 95th Ave Ozone Park,Jim Byrne’s Wee Pub,Dive Bars,,363,1.5,3,https://www.yelp.com/biz/jim-byrnes-wee-pub-new-york
817 Metropolitan Ave East Williamsburg,Reclamation Bar,"Bars,American (New)",$$,364,4.0,79,https://www.yelp.com/biz/reclamation-bar-brooklyn
21 Waverly Pl Greenwich Village,White Oak Tavern,"American (New),Whiskey Bars,Cocktail Bars",$$,365,4.0,355,https://www.yelp.com/biz/white-oak-tavern-new-york-2
110 Chambers St TriBeCa,The Patriot Saloon,Dive Bars,$,366,3.5,340,https://www.yelp.com/biz/the-patriot-saloon-new-york
349 E 13th St East Village,Sister Jane NYC,"American (Traditional),Cocktail Bars",$$,367,4.5,54,https://www.yelp.com/biz/sister-jane-nyc-new-york
174 8th Ave Chelsea,Jungle Bird,Cocktail Bars,$$,368,4.0,68,https://www.yelp.com/biz/jungle-bird-new-york-3
196 5th Ave Park Slope,Blueprint,"Cocktail Bars,Tapas/Small Plates",$$,369,4.5,328,https://www.yelp.com/biz/blueprint-brooklyn-2
249 W 49th St Theater District,Lillies Victorian Establishment,"Bars,Gastropubs,Burgers",$$,370,4.0,1456,https://www.yelp.com/biz/lillies-victorian-establishment-new-york-2
1055 Lexington Ave Upper East Side,Eats,"American (Traditional),Cocktail Bars,Breakfast &amp; Brunch",$$,371,3.5,430,https://www.yelp.com/biz/eats-new-york
45 W 27th St Flatiron,Oscar Wilde,"Cocktail Bars,American (New),Gastropubs",$$,372,4.0,676,https://www.yelp.com/biz/oscar-wilde-new-york-2
41-04 31st Ave Astoria,The Local,"Dive Bars,Sports Bars,Beer Bar",$,373,4.5,54,https://www.yelp.com/biz/the-local-astoria-2
982 Amsterdam Ave Manhattan Valley,Amity Hall Uptown,"American (Traditional),Burgers,Pubs",$$,374,4.0,188,https://www.yelp.com/biz/amity-hall-uptown-new-york
132 Greene Ave Clinton Hill,Mayflower,"Venues &amp; Event Spaces,Cocktail Bars,Wine Bars",$$,375,4.0,54,https://www.yelp.com/biz/mayflower-brooklyn-2
995 Amsterdam Ave Manhattan Valley,Lion’s Head Tavern,"American (Traditional),Sports Bars",$$,376,4.0,223,https://www.yelp.com/biz/lions-head-tavern-new-york
37 W 26th St Flatiron,The Flatiron Room,"Lounges,Jazz &amp; Blues,American (Traditional)",$$$,377,4.5,793,https://www.yelp.com/biz/the-flatiron-room-new-york-3
4317 Queens Blvd Sunnyside,The Gaslight,Pubs,$,378,3.5,61,https://www.yelp.com/biz/the-gaslight-sunnyside
1701 Foster Ave Flatbush,Rusty Nail Brooklyn,Bars,,379,4.0,11,https://www.yelp.com/biz/rusty-nail-brooklyn-brooklyn-3
200 Franklin St Greenpoint,The Moonlight Mile,"Cocktail Bars,Whiskey Bars",$$,380,5.0,73,https://www.yelp.com/biz/the-moonlight-mile-brooklyn
296 Bleecker St West Village,The Garret,Cocktail Bars,$$,381,3.5,246,https://www.yelp.com/biz/the-garret-new-york
703 5th Ave South Slope,Sea Witch,"Lounges,Gastropubs",$$,382,4.0,277,https://www.yelp.com/biz/sea-witch-brooklyn-2
383 Carroll St Gowanus,Lavender Lake,"Gastropubs,Pubs,Cocktail Bars",$$,383,3.5,268,https://www.yelp.com/biz/lavender-lake-brooklyn
1900 Broadway Upper West Side,The Smith,"American (New),Breakfast &amp; Brunch,Cocktail Bars",$$,384,4.0,1684,https://www.yelp.com/biz/the-smith-new-york-3
3205 Crescent St Astoria,La Sala,"Cocktail Bars,Lounges,Beer, Wine &amp; Spirits",$$,385,4.5,123,https://www.yelp.com/biz/la-sala-astoria
45 S 3rd St Williamsburg - South Side,FREEHOLD,"Coffee &amp; Tea,Bars,American (New)",$$,386,3.5,517,https://www.yelp.com/biz/freehold-brooklyn
82 Berry St Williamsburg - North Side,Hotel Delmano,Lounges,$$$,387,4.0,376,https://www.yelp.com/biz/hotel-delmano-brooklyn
64 6th Ave Prospect Heights,Shaka Shaka Tiki,Tiki Bars,,388,5.0,17,https://www.yelp.com/biz/shaka-shaka-tiki-brooklyn
494 Atlantic Ave Boerum Hill,Hollow Nickel,"Pubs,American (Traditional),Beer Bar",$$,389,4.0,214,https://www.yelp.com/biz/hollow-nickel-brooklyn-2
306 W 39th St Midtown West,Rattle N Hum West,"Sports Bars,American (Traditional)",$$,390,3.5,122,https://www.yelp.com/biz/rattle-n-hum-west-new-york
462 W 49th St Hell's Kitchen,Back Pocket Bar NYC,Bars,,391,4.5,32,https://www.yelp.com/biz/back-pocket-bar-nyc-new-york
1000 5th Ave Central Park,The Met Cantor Rooftop &amp; Garden,Bars,$$,392,4.0,162,https://www.yelp.com/biz/the-met-cantor-rooftop-and-garden-new-york
256 E 112th St East Harlem,Teddy’s Bar and Grill,"Dive Bars,Burgers",$,393,4.5,4,https://www.yelp.com/biz/teddys-bar-and-grill-new-york
160 E 64th St Upper East Side,JoJo,"American (New),Cocktail Bars",$$$,394,4.0,151,https://www.yelp.com/biz/jojo-new-york-3
53 W 72nd St Upper West Side,The Dakota Bar,"Cocktail Bars,Breakfast &amp; Brunch,American (Traditional)",$$,395,3.0,217,https://www.yelp.com/biz/the-dakota-bar-new-york
577 Flatbush Ave Prospect Lefferts Gardens,Midwood Flats,"Cocktail Bars,Pubs,Bartenders",$$,396,4.0,269,https://www.yelp.com/biz/midwood-flats-prospect-lefferts-gardens
428 Bergen St Park Slope,North Pole Pub,Pubs,$$,397,5.0,41,https://www.yelp.com/biz/north-pole-pub-brooklyn
89 S St South Street Seaport,R17,"Cocktail Bars,American (New)",$$,398,3.5,39,https://www.yelp.com/biz/r17-new-york
148 W 4th St Greenwich Village,Vol de Nuit,"Lounges,Beer Bar",$$,399,4.0,485,https://www.yelp.com/biz/vol-de-nuit-new-york
951 Amsterdam Ave Manhattan Valley,Nobody told me,"Cocktail Bars,American (New)",$$,400,4.5,91,https://www.yelp.com/biz/nobody-told-me-new-york
8622 3rd Ave Bay Ridge,The Kettle Black,"Chicken Wings,Sports Bars,Burgers",$$,401,3.5,377,https://www.yelp.com/biz/the-kettle-black-brooklyn-2
3452 Broadway Harlem,ROKC,"Ramen,Seafood,Cocktail Bars",$$,402,4.5,407,https://www.yelp.com/biz/rokc-new-york
236 Malcolm X Blvd Bedford Stuyvesant,Turtles All The Way Down,Bars,$,403,4.5,26,https://www.yelp.com/biz/turtles-all-the-way-down-brooklyn
43-02 43rd Ave Sunnyside,The Lowery Bar &amp; Kitchen,"American (New),Cocktail Bars,Sports Bars",$$,404,4.5,250,https://www.yelp.com/biz/the-lowery-bar-and-kitchen-sunnyside
35-02 35th St Astoria,Sunswick,"Bars,American (Traditional)",$$,405,4.0,378,https://www.yelp.com/biz/sunswick-astoria
131 Alexander Ave Mott Haven,The Lit. Bar,"Bookstores,Bars",$$,406,4.5,30,https://www.yelp.com/biz/the-lit-bar-bronx
3622 Quentin Rd Marine Park,3rd &amp; 7,"Sports Bars,American (Traditional)",$$,407,3.5,78,https://www.yelp.com/biz/3rd-and-7-brooklyn
18 Harrison Pl East Williamsburg,Otis,"American (New),Cocktail Bars",$$,408,5.0,297,https://www.yelp.com/biz/otis-brooklyn-2
38 W 56th St Midtown West,Judge Roy Bean Public House,"Pubs,Venues &amp; Event Spaces,American (Traditional)",$$,409,4.5,747,https://www.yelp.com/biz/judge-roy-bean-public-house-new-york
1647 2nd Ave Yorkville,The Supply House,"Bars,American (Traditional),Breakfast &amp; Brunch",$$,410,4.0,342,https://www.yelp.com/biz/the-supply-house-new-york-2
20 W 23rd St Flatiron,Thyme Bar,"Cocktail Bars,Speakeasies",,411,4.5,14,https://www.yelp.com/biz/thyme-bar-new-york
274 Wyckoff Ave Bushwick,Joker’s Lodge,Bars,,412,3.5,3,https://www.yelp.com/biz/jokers-lodge-brooklyn
31 Rockwell Pl Fort Greene,The Rockwell Place,Cocktail Bars,$$,413,4.0,18,https://www.yelp.com/biz/the-rockwell-place-brooklyn-2
121 Columbia St Columbia Street Waterfront District,The Hop Shop Brooklyn,"Cocktail Bars,Hot Dogs",$,414,4.5,50,https://www.yelp.com/biz/the-hop-shop-brooklyn-brooklyn
1 Willett Ave ,Bartaco,"Tapas/Small Plates,Cocktail Bars,Tacos",$$,415,4.0,1203,https://www.yelp.com/biz/bartaco-port-chester-3
7509 3rd Ave Bay Ridge,Salty Dog Bar and Restaurant,"Sports Bars,Pubs,American (Traditional)",$$,416,3.5,254,https://www.yelp.com/biz/salty-dog-bar-and-restaurant-brooklyn
149 N 6th St Williamsburg - North Side,Midnights,"Bars,American (New)",$$,417,4.0,213,https://www.yelp.com/biz/midnights-brooklyn-2
553 Manhattan Ave Harlem,Clay,"American (New),Bars",$$$,418,4.5,142,https://www.yelp.com/biz/clay-new-york-3
549 Classon Ave Clinton Hill,The Fly,"Wine Bars,Chicken Shop,Cocktail Bars",,419,3.5,29,https://www.yelp.com/biz/the-fly-brooklyn
230 E 51st St Midtown East,Clinton Hall,"Bars,Beer Gardens,American (New)",$$,420,3.5,172,https://www.yelp.com/biz/clinton-hall-new-york-4
230 E 51st St Midtown East,Clinton Hall,"Bars,Beer Gardens,American (New)",$$,421,3.5,172,https://www.yelp.com/biz/clinton-hall-new-york-4
157 Allen St Lower East Side,Copper &amp; Oak,Bars,$$$,422,4.5,101,https://www.yelp.com/biz/copper-and-oak-new-york-5
364 W 46th St Midtown West,Hold Fast Kitchen and Spirits,"Cocktail Bars,Tapas/Small Plates",$$,423,5.0,324,https://www.yelp.com/biz/hold-fast-kitchen-and-spirits-new-york
107 N 6th St Williamsburg - North Side,Zablozki’s,Pubs,$,424,4.0,148,https://www.yelp.com/biz/zablozkis-brooklyn-2
25 E 77th Upper East Side,The Mark Hotel Bar,Lounges,$$$,425,3.5,49,https://www.yelp.com/biz/the-mark-hotel-bar-new-york
970 Flushing Ave East Williamsburg,Forrest Point,"Bars,Sandwiches,American (New)",$$,426,4.0,358,https://www.yelp.com/biz/forrest-point-brooklyn
3707 73rd St Jackson Heights,Ready Penny Inn,Dive Bars,$,427,4.0,43,https://www.yelp.com/biz/ready-penny-inn-jackson-heights
377 Beach 92nd St Seaside,Bungalow Bar,"American (Traditional),Seafood,Bars",$$,428,4.0,455,https://www.yelp.com/biz/bungalow-bar-rockaway-beach
34 Downing St West Village,Blue Ribbon Downing Street Bar,"Wine Bars,Beer Bar,Cocktail Bars",$$,429,4.5,223,https://www.yelp.com/biz/blue-ribbon-downing-street-bar-new-york-2
1 Jackson St Williamsburg - North Side,Exley,Bars,$$,430,4.5,59,https://www.yelp.com/biz/exley-brooklyn
51 35th St Sunset Park,Frying Pan Brooklyn,"Eatertainment,Cocktail Bars,American (Traditional)",$$,431,4.0,28,https://www.yelp.com/biz/frying-pan-brooklyn-brooklyn
649 East 9th St Alphabet City,The Cabinet,Cocktail Bars,$$,432,5.0,18,https://www.yelp.com/biz/the-cabinet-new-york-2
986 2nd Ave Midtown East,Atwood,"Cocktail Bars,American (New),Venues &amp; Event Spaces",,433,4.0,34,https://www.yelp.com/biz/atwood-new-york-2
1754 Second Ave Yorkville,The Milton,"Irish,Cocktail Bars,British",$$,434,4.0,419,https://www.yelp.com/biz/the-milton-new-york
24 E 39th St Murray Hill,Raines Law Room at the William,"Lounges,Cocktail Bars,Venues &amp; Event Spaces",$$,435,4.0,345,https://www.yelp.com/biz/raines-law-room-at-the-william-new-york-3
55 Water St ,Sky 55 Bar &amp; Grill,"Bars,American (New)",$$,436,4.5,20,https://www.yelp.com/biz/sky-55-bar-and-grill-new-york
24 Reed St Red Hook,Brooklyn Crab,"Seafood,Bars,Live/Raw Food",$$,437,3.0,1003,https://www.yelp.com/biz/brooklyn-crab-brooklyn
4315 Farragut Rd East Flatbush,BKLYN PRIME,"Pubs,Sports Bars",$$,438,3.0,33,https://www.yelp.com/biz/bklyn-prime-brooklyn
1238 Prospect Ave Windsor Terrace,Della,"Mediterranean,Italian,Cocktail Bars",$$,439,4.0,116,https://www.yelp.com/biz/della-brooklyn-2
773 Coney Island Ave Flatbush,773 Lounge,"Sports Bars,Pubs",$,440,4.0,64,https://www.yelp.com/biz/773-lounge-brooklyn
349 Broome St Little Italy,The Garret Nolita,"Tacos,Cocktail Bars",,441,3.5,13,https://www.yelp.com/biz/the-garret-nolita-new-york
615 Manhattan Ave Greenpoint,TØRST,"Beer Bar,Gastropubs,Wine Bars",$$,442,4.5,397,https://www.yelp.com/biz/t%C3%B8rst-brooklyn
1634 Lexington Ave East Harlem,The Lexington Social,"Tapas Bars,Cocktail Bars,Latin American",$$,443,3.5,190,https://www.yelp.com/biz/the-lexington-social-new-york
206 Nassau Ave Greenpoint,The Palace,Pubs,,444,4.5,11,https://www.yelp.com/biz/the-palace-brooklyn-2
618 St John&amp;#39;s Pl Crown Heights,Franklin Park,"Bars,Burgers",$$,445,3.5,514,https://www.yelp.com/biz/franklin-park-brooklyn
92-50 59th Ave Elmhurst,Queens Beerhouse,"German,Sports Bars,Sandwiches",$$,446,3.0,108,https://www.yelp.com/biz/queens-beerhouse-elmhurst
108 Patchen Ave Bedford Stuyvesant,The Wilky,"Beer Bar,Beer Gardens,Cocktail Bars",$$,447,4.5,150,https://www.yelp.com/biz/the-wilky-brooklyn
74 5th Ave Park Slope,Wolf and Deer,"Wine Bars,Cocktail Bars,Beer, Wine &amp; Spirits",$$,448,4.0,265,https://www.yelp.com/biz/wolf-and-deer-brooklyn
1452 Fulton St Bedford Stuyvesant,Zeke,Bars,,449,5.0,12,https://www.yelp.com/biz/zeke-brooklyn
406 3rd Ave Gowanus,Halyards,"Pubs,Cocktail Bars",$$,450,4.0,94,https://www.yelp.com/biz/halyards-brooklyn-2
18 Spring St Nolita,Mother’s Ruin,"Bars,American (New),Breakfast &amp; Brunch",$$,451,3.5,457,https://www.yelp.com/biz/mothers-ruin-new-york
41-15 Queens Blvd Sunnyside,Maggie Mae’s,"Pubs,Cocktail Bars",$$,452,4.5,135,https://www.yelp.com/biz/maggie-maes-sunnyside
991 Wyckoff Ave Ridgewood,Bonus Room,Bars,$$,453,4.0,40,https://www.yelp.com/biz/bonus-room-flushing
2161 2nd Ave East Harlem,Made In Mexico Harlem,"Cocktail Bars,Mexican",$$,454,3.5,107,https://www.yelp.com/biz/made-in-mexico-harlem-new-york
15 Bedford Ave Breezy Point,The Sugar Bowl,Bars,$,455,4.0,12,https://www.yelp.com/biz/the-sugar-bowl-breezy-point
346 W 40th St Midtown West,High Bar NYC,Bars,$$,456,3.0,70,https://www.yelp.com/biz/high-bar-nyc-new-york
136-11 38th Ave Downtown Flushing,Zebra Lounge 2,"Lounges,Karaoke,Sports Bars",$$,457,3.5,280,https://www.yelp.com/biz/zebra-lounge-2-flushing
1 Marin Blvd ,Surf City,"Bars,Seafood,Sandwiches",$$,458,2.5,594,https://www.yelp.com/biz/surf-city-jersey-city
747 Franklin Ave Crown Heights,Hunky Dory,"Coffee &amp; Tea,Breakfast &amp; Brunch,Cocktail Bars",$$,459,4.0,69,https://www.yelp.com/biz/hunky-dory-brooklyn
552 Grandview Ave Ridgewood,The Windjammer,Bars,$,460,4.5,7,https://www.yelp.com/biz/the-windjammer-ridgewood
7312 Broadway ,Zapallar Chilean Restaurant &amp; Wine Bar,"Wine Bars,Latin American",,461,4.0,6,https://www.yelp.com/biz/zapallar-chilean-restaurant-and-wine-bar-north-bergen
848 Washington St Meatpacking District,The Top of the Standard,"Lounges,Dance Clubs",$$$$,462,4.0,505,https://www.yelp.com/biz/the-top-of-the-standard-new-york
455 Myrtle Ave Clinton Hill,Bar Bolinas,"American (New),Mexican,Cocktail Bars",$$,463,4.0,121,https://www.yelp.com/biz/bar-bolinas-clinton-hill
626 11th Ave Hell's Kitchen,Landmark Tavern,"American (Traditional),Irish Pub,Irish",$$,464,4.0,291,https://www.yelp.com/biz/landmark-tavern-new-york-2
17 Williams Ave East New York,Club House Sports Bar &amp; Lounge,Sports Bars,$$,465,0.0,0,https://www.yelp.com/biz/club-house-sports-bar-and-lounge-brooklyn
38 St Marks Pl East Village,Bar Illegal,Bars,,466,5.0,1,https://www.yelp.com/biz/bar-illegal-new-york
1002 Cortelyou Rd Flatbush,Highbury Pub,Pubs,$$,467,3.5,55,https://www.yelp.com/biz/highbury-pub-new-york
100 Kingston Ave Crown Heights,Kingston Public House,"Wine Bars,Cocktail Bars,Beer Bar",,468,4.5,15,https://www.yelp.com/biz/kingston-public-house-brooklyn
187 Columbia St Columbia Street Waterfront District,B61,Dive Bars,$$,469,4.0,25,https://www.yelp.com/biz/b61-brooklyn
7604 3rd Ave Bay Ridge,MATTER,"Cocktail Bars,Breakfast &amp; Brunch,American (Traditional)",$$,470,4.5,103,https://www.yelp.com/biz/matter-brooklyn-2
1838 7th Ave Harlem,Cantina Taqueria &amp; Tequila Bar,"Mexican,Latin American,Cocktail Bars",$$,471,4.0,504,https://www.yelp.com/biz/cantina-taqueria-and-tequila-bar-new-york
556 Vanderbilt Ave Prospect Heights,BierWax,Beer Bar,$$,472,5.0,69,https://www.yelp.com/biz/bierwax-brooklyn-3
64-21 53rd Dr Maspeth,O’Neill’s,"Steakhouses,Burgers,Sports Bars",$$,473,3.0,170,https://www.yelp.com/biz/o-neills-maspeth
523 Evergreen Ave Bushwick,Petra Bar &amp; Restaurant,"Bars,American (New)",$$,474,5.0,32,https://www.yelp.com/biz/petra-bar-and-restaurant-brooklyn
9 Maiden Ln Financial District,The Malt House,"Gastropubs,Pubs,Breakfast &amp; Brunch",$$,475,4.0,519,https://www.yelp.com/biz/the-malt-house-new-york-3
166 1st Ave East Village,FERNS,"Bars,American (Traditional),Breakfast &amp; Brunch",$$,476,4.5,87,https://www.yelp.com/biz/ferns-new-york-7
773 Fulton St Fort Greene,Endswell Bar &amp; Bistro,"Cocktail Bars,French",$$,477,4.5,58,https://www.yelp.com/biz/endswell-bar-and-bistro-brooklyn
932 60th St Borough Park,100 Fun,"Karaoke,Bars",$$,478,2.5,271,https://www.yelp.com/biz/100-fun-brooklyn
113 Franklin St Greenpoint,Ramona,Cocktail Bars,$$,479,4.0,131,https://www.yelp.com/biz/ramona-brooklyn
213 2nd Ave East Village,Jackdaw,"Cocktail Bars,Venues &amp; Event Spaces,Sandwiches",$$,480,4.5,56,https://www.yelp.com/biz/jackdaw-new-york-2
696 10th Ave Hell's Kitchen,On The Rocks,"Lounges,Whiskey Bars",$$$,481,4.0,256,https://www.yelp.com/biz/on-the-rocks-new-york-2
627 5th Ave South Slope,Freddy’s Bar,"Bars,Music Venues",$,482,4.5,218,https://www.yelp.com/biz/freddys-bar-brooklyn-2
166 DeKalb Ave Fort Greene,Walter’s,"American (New),Cocktail Bars",$$,483,4.0,516,https://www.yelp.com/biz/walters-brooklyn
101 W 75th St Upper West Side,Dive 75,"Dive Bars,Sports Bars",$$,484,4.0,280,https://www.yelp.com/biz/dive-75-new-york
531 Hudson St West Village,Katana Kitten,"Cocktail Bars,Izakaya",$$,485,4.0,73,https://www.yelp.com/biz/katana-kitten-new-york-2
195 Nassau Ave Greenpoint,Goldie’s,Bars,$,486,3.5,49,https://www.yelp.com/biz/goldies-brooklyn
724 Franklin Ave Crown Heights,The Crown Inn,Bars,$$,487,4.0,197,https://www.yelp.com/biz/the-crown-inn-brooklyn
32 E 21st St Flatiron,Harding’s,"Cocktail Bars,American (Traditional)",$$,488,4.0,361,https://www.yelp.com/biz/hardings-new-york
802 Caton Ave Kensington,Shenanigans Pub,"Karaoke,Music Venues,Irish Pub",$,489,3.5,50,https://www.yelp.com/biz/shenanigans-pub-brooklyn
320 Van Brunt St Red Hook,San Pedro Inn,"Tacos,Dive Bars",$$,490,4.0,19,https://www.yelp.com/biz/san-pedro-inn-brooklyn-2
113 N 3rd St Williamsburg - North Side,Radegast Hall and Biergarten,"Pubs,German,Venues &amp; Event Spaces",$$,491,4.0,1325,https://www.yelp.com/biz/radegast-hall-and-biergarten-brooklyn
3821 Broadway Washington Heights,Hilltop Park Alehouse,"Bars,American (Traditional)",$$,492,3.5,72,https://www.yelp.com/biz/hilltop-park-alehouse-new-york
176 Mulberry St Little Italy,Mulberry Street Bar,Dive Bars,$$,493,3.5,155,https://www.yelp.com/biz/mulberry-street-bar-new-york
87-48 78th St Woodhaven,Neir’s Tavern,"Bars,American (Traditional)",$$,494,4.0,103,https://www.yelp.com/biz/neirs-tavern-woodhaven-2
896 Broadway Bedford Stuyvesant,Divine Bar &amp; Grill,"American (New),Beer Bar",$$,495,4.0,67,https://www.yelp.com/biz/divine-bar-and-grill-brooklyn-3
1674 10th Ave Windsor Terrace,Rhythm &amp; Booze,"Sports Bars,American (Traditional)",$$,496,4.0,73,https://www.yelp.com/biz/rhythm-and-booze-brooklyn
80 Wythe Ave Williamsburg - North Side,Lemon’s,"Bars,Breakfast &amp; Brunch",,497,4.0,25,https://www.yelp.com/biz/lemons-new-york-2
233 West St ,City Vineyard,"Wine Bars,American (New),Venues &amp; Event Spaces",$$,498,4.0,834,https://www.yelp.com/biz/city-vineyard-new-york
348 Wythe Ave Williamsburg - South Side,Sunday in Brooklyn,"American (New),Breakfast &amp; Brunch,Cocktail Bars",$$,499,4.0,782,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-3
19 Fulton St South Street Seaport,Garden Bar,Bars,,500,3.5,12,https://www.yelp.com/biz/garden-bar-new-york
815 9th Ave Hell's Kitchen,Valhalla,Pubs,$$,501,4.0,508,https://www.yelp.com/biz/valhalla-new-york
133-42 39th Ave Downtown Flushing,Leaf Bar &amp; Lounge,"Cocktail Bars,Venues &amp; Event Spaces",$$,502,4.0,390,https://www.yelp.com/biz/leaf-bar-and-lounge-flushing-2
66 Hicks St Brooklyn Heights,Jack the Horse Tavern,"American (New),Bars",$$$,503,4.0,386,https://www.yelp.com/biz/jack-the-horse-tavern-brooklyn
41 Wilson Ave Bushwick,Yours Sincerely,Cocktail Bars,$$,504,4.5,80,https://www.yelp.com/biz/yours-sincerely-brooklyn
636 Degraw St Gowanus,Parklife,Bars,$$,505,3.5,75,https://www.yelp.com/biz/parklife-brooklyn
40 Bogart St East Williamsburg,Syndicated Bar Theater Kitchen,"Cinema,Gastropubs,Bars",$$,506,4.0,207,https://www.yelp.com/biz/syndicated-bar-theater-kitchen-brooklyn
284 Grand Ave Clinton Hill,Mirrors On Grand,Bars,$,507,4.0,25,https://www.yelp.com/biz/mirrors-on-grand-brooklyn
229 Duffield St Downtown Brooklyn,Brooklyn Brewhouse,"American (New),Bars",$$,508,3.0,176,https://www.yelp.com/biz/brooklyn-brewhouse-brooklyn
422 Hudson St West Village,Lelabar,"Wine Bars,Lounges",$$,509,4.0,368,https://www.yelp.com/biz/lelabar-new-york-2
34-04 31st Ave Astoria,Diamond Dogs,"Cocktail Bars,Beer Gardens",$$,510,4.0,133,https://www.yelp.com/biz/diamond-dogs-astoria
34-04 31st Ave Astoria,Diamond Dogs,"Cocktail Bars,Beer Gardens",$$,511,4.0,133,https://www.yelp.com/biz/diamond-dogs-astoria
4817 Vernon Blvd Hunters Point,Dominie’s Hoek,"Bars,American (Traditional)",$$,512,4.0,268,https://www.yelp.com/biz/dominies-hoek-long-island-city
231 Hudson St South Village,ART SoHo,"Cocktail Bars,Tapas/Small Plates",$$,513,3.5,43,https://www.yelp.com/biz/art-soho-new-york
250 Ashland Pl Fort Greene,Fulton Hall,"Pubs,Beer Bar,Cocktail Bars",$$,514,4.0,59,https://www.yelp.com/biz/fulton-hall-brooklyn
4314 4th Ave Sunset Park,Zona Sur Bar Bistro,"American (New),Cocktail Bars",$$,515,4.0,326,https://www.yelp.com/biz/zona-sur-bar-bistro-brooklyn
15 E 7th St East Village,McSorleys Old Ale House,"Dive Bars,Breweries,Beer Bar",$,516,4.0,1769,https://www.yelp.com/biz/mcsorleys-old-ale-house-new-york
208 Court St Cobble Hill,Congress Bar,Bars,$$,517,4.0,66,https://www.yelp.com/biz/congress-bar-brooklyn
14 E 33rd St Midtown East,Tap Haus 33,"Sports Bars,American (New),Pubs",$$,518,4.5,180,https://www.yelp.com/biz/tap-haus-33-new-york
3420 Broadway Astoria,The Highwater,"American (New),Hawaiian,Tiki Bars",$$,519,4.0,355,https://www.yelp.com/biz/the-highwater-astoria
48 Spring St Nolita,The Spring Lounge,Lounges,$$,520,4.0,244,https://www.yelp.com/biz/the-spring-lounge-new-york
102 St Marks Pl East Village,Proletariat,Beer Bar,$$,521,4.0,292,https://www.yelp.com/biz/proletariat-new-york
64 W 39th St Midtown West,Parker &amp; Quinn,"American (New),Bars,Breakfast &amp; Brunch",$$,522,4.0,1354,https://www.yelp.com/biz/parker-and-quinn-new-york
540 Park Ave Upper East Side,The Regency Bar &amp; Grill,"Cocktail Bars,American (New),Breakfast &amp; Brunch",$$$,523,3.0,23,https://www.yelp.com/biz/the-regency-bar-and-grill-new-york-2
252 Front St Financial District,The Little Shop,"Convenience Stores,Bars",,524,4.5,8,https://www.yelp.com/biz/the-little-shop-new-york
772 Dean St Prospect Heights,Ode To Babel,"Lounges,Cocktail Bars",$$,525,4.5,111,https://www.yelp.com/biz/ode-to-babel-prospect-heights-2
